V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
2617.06143667442,2510.32085511918,2411.85814323537,2317.2431259311,2223.54418392677,2141.49986343103,2064.23639723536,2024.40500439713,1951.54014298722,1882.71808702574,1820.04668485028,1791.44658398434,1731.76985424239,1707.53531392548,1651.22890730206,1629.83307781816,1578.59227895083,1559.40139596346,1512.91325858835,1495.1524218144,1448.82966037223,1433.92790211899,1391.25651738772,1377.70397645271,1364.90507768269,1328.50620410825,1315.20855512429,1303.82525418151,1267.22934729778,1256.68505980499,1244.87664976129,1213.39307456996,1203.7477576677,1195.68964167766,1188.31893388203,1158.15174670189,1151.19379678719,1142.84485721378,1136.39694613446,1105.48892468122,1099.37691510316,1091.1073789637,1083.41843188004,1059.32689663596,1053.49936273723,1048.67865807211,1042.91261982743,1038.75660054152,1014.70468993423,1009.69957138291
2695.2972288679,2583.07340404728,2480.5999243434,2384.70967642962,2290.88551519976,2205.80326811678,2164.5975855901,2086.07709504564,2012.7767622862,1939.55174204374,1911.10323203686,1846.04561070482,1786.04916135213,1759.28907764126,1702.80701450761,1679.64125465963,1628.18539394179,1608.04031268035,1560.51798807024,1542.79755765762,1496.53217820982,1477.24062061929,1461.17352005196,1421.05596001284,1408.25906293268,1396.0080014092,1357.18624190615,1345.8235700464,1309.38288881706,1296.58569811729,1286.152577112,1276.26792736623,1241.72498703808,1233.69722104831,1224.2767004903,1194.59241270023,1186.48200670555,1179.5783856249,1171.57382213736,1142.76153701572,1134.96693144012,1128.58672464758,1120.78733604524,1115.07530237992,1086.70471364953,1081.18156705407,1076.13989790394,1070.66684629152,1066.25057763659,1041.47620194414
2774.78928192017,2657.01937627954,2553.69194630362,2455.50460290069,2361.14759898872,2311.53450707176,2226.37911422767,2148.56044288929,2074.90849300552,2037.66025272232,1965.46753071712,1902.90928145964,1873.79666931292,1814.30710955066,1788.43126480802,1729.89355550223,1706.47494166276,1655.77993833925,1636.232640343,1589.40954638364,1571.97973180986,1525.8406031906,1509.40689372644,1465.31812400814,1452.62726741093,1437.4331971765,1399.41868882112,1388.10089628427,1375.72369354538,1339.42076591746,1328.97146134162,1316.7176011574,1306.92457822122,1271.08580035462,1262.69032805472,1255.55423332274,1223.32161552092,1216.36120866352,1208.66484929841,1202.22433405938,1172.39850641888,1166.24520549995,1158.56503999975,1151.32281365103,1145.36022961946,1116.10926297606,1109.45248551213,1104.26027465524,1099.08789745162,1094.41860057543
2902.79340899986,2784.2393826171,2671.88695595607,2570.40364805332,2474.76574698414,2382.50783278495,2292.50366080984,2213.0677804049,2173.42474890291,2100.6987482161,2026.50162936502,1993.23368252227,1931.54300665901,1869.96173012349,1844.16997112718,1785.67137866558,1761.21003337468,1706.60226910131,1687.0223697675,1638.27519761967,1620.93115435609,1574.97314094471,1558.55900334026,1542.78477051418,1494.99378874579,1482.13214827075,1470.24597787895,1431.31437414912,1418.57148638022,1407.87918660981,1370.53221471279,1360.19432590937,1350.37508749338,1312.99508474861,1302.49134288067,1292.90359880007,1285.15375902962,1253.93971690361,1246.50335071801,1238.39638469541,1231.99669275609,1202.74524518915,1196.60889596164,1189.26241121006,1183.62692436614,1176.37156266498,1147.84013905256,1141.33092177667,1134.9064199778,1128.5488824794
3020.45447442678,2901.91697710423,2785.10488718038,2679.20001736954,2579.77902869807,2484.35937015558,2392.36984750955,2309.18301840915,2267.90918040348,2192.98686440686,2118.49732649769,2083.49274036666,2017.16113497541,1988.94630987615,1925.62888362915,1867.05604224358,1842.83951168814,1784.50985949416,1762.51118489224,1743.95133402114,1693.62103680935,1676.35295620178,1630.26349321148,1612.64115930292,1597.27795399215,1551.56453139036,1537.23388118645,1494.95824938116,1483.08537450088,1472.04874167502,1459.23842271637,1423.39143335175,1412.06181924491,1402.5102475173,1366.36298392555,1355.09425618475,1346.4878663678,1335.40222443335,1303.57243826246,1295.60510235479,1288.80539308441,1280.92976119444,1274.91631979471,1244.68461608027,1237.81595374475,1232.3269824727,1225.53448647055,1220.56188496986,1190.22092377887,1184.25081545244
3106.96806551639,2983.77846123721,2865.74388195594,2754.64838004001,2653.59776807444,2558.28532404195,2465.81817977304,2416.87251658788,2335.78371666983,2256.6982170399,2222.37221197122,2148.69381055223,2075.04549547075,2045.6133155308,1984.66120352556,1958.76695798592,1900.35873530688,1877.00506024458,1819.25450151523,1797.21954943273,1746.35787888292,1726.4326760025,1709.17585809242,1663.34414362119,1648.0260373389,1602.48623611138,1585.55047874165,1571.3954611713,1529.09833955384,1516.41262636172,1505.18747593513,1467.45521187243,1456.50474266542,1446.96564263448,1436.17023925921,1400.19098448615,1389.70182438512,1380.77722651078,1370.5436292751,1335.77303824316,1328.19562413516,1321.18097619716,1313.67987970376,1307.40367554292,1276.46136569756,1270.93326368604,1264.45405988891,1258.00332758703,1253.00199145617,1223.00101216836
3194.90839806572,3068.54285586617,2949.84864244778,2834.86438907481,2731.23316597586,2677.76503993769,2584.55903143674,2491.42730172785,2404.76814241711,2364.73523620679,2286.90522978863,2214.74179972971,2180.93459159713,2108.01452428871,2043.41347274066,2019.00724535342,1958.45991294185,1935.20061805398,1877.57911768634,1852.89046705036,1831.19428002813,1779.58586609494,1762.15044835988,1714.38756893061,1699.14562336974,1682.7013367099,1637.3318936545,1623.17442852989,1609.67105644889,1562.98791747283,1551.84654627608,1539.71039201453,1501.5498016818,1491.52935826796,1481.11740307025,1472.17226276737,1435.01541130967,1426.41890702045,1416.0711519644,1408.11355217848,1371.26064398273,1362.0948341557,1354.4370018347,1348.20283380451,1340.78930641511,1309.79515118813,1303.81399235873,1297.07877460841,1292.01805236425,1285.94833976323
3335.51504485534,3155.95848190513,3035.35537984122,2968.88099733276,2855.23306520543,2755.87082075102,2658.67938967743,2567.04177313947,2475.58670217599,2434.66208109649,2355.40024404451,2281.56639408707,2247.87484183609,2174.99135292077,2143.00416446028,2077.93695363693,2052.10290410625,1992.54135484464,1969.70027958087,1912.30301820622,1890.6351205584,1833.54031387738,1816.23961027675,1800.01761685545,1749.55171491558,1734.55900891084,1720.1244733781,1675.39179981965,1659.56543717143,1646.21371570218,1601.17268686348,1586.85846525702,1576.56606421084,1537.35542574871,1527.12960956687,1516.14147024959,1507.28507716734,1472.22838096982,1462.24407991601,1452.31905087788,1444.38778213844,1408.48455478715,1399.62942642436,1390.88273763075,1382.22508076733,1374.99954098832,1345.33311815581,1338.49305112165,1331.68157836268,1326.20169306978
3473.11926507786,3337.00227583379,3211.71158745053,3093.59149242283,2978.93756038504,2869.87441075679,2770.89924567111,2677.45200136488,2630.44734142546,2541.2807850914,2456.74068411315,2419.89068018706,2345.7003023231,2272.72279838797,2241.03819613165,2168.48603629054,2142.19095964958,2080.26112752392,2056.29828325342,1998.77823403084,1977.41420157756,1956.80957719354,1899.83977971172,1877.15880854884,1828.37320715163,1812.41379404421,1797.37050409398,1749.85256176328,1736.12795576144,1723.00579405247,1675.92720276899,1662.91925382952,1650.94909247165,1636.14349145075,1596.24451897726,1585.46253667671,1576.04459962623,1565.39797511348,1529.08059841655,1519.70600715628,1511.92744884225,1502.66552631345,1466.93336567616,1457.77763090395,1450.80360741246,1441.55632734961,1433.31207920171,1398.97152188384,1392.66313808136,1386.37781952519
3570.43381037185,3429.35027898463,3302.83334341652,3181.64343785535,3064.65869919624,2952.6151418918,2851.84631712003,2800.3045429593,2708.62981092398,2616.68281721694,2575.05729454117,2491.522669991,2413.77341077685,2382.30668080954,2310.16692991879,2279.57540158861,2207.74527749721,2181.19767897986,2119.24429530798,2096.18548580071,2038.34132150527,2017.81843576603,1958.82008720255,1938.72570324195,1919.6663692184,1867.78642463566,1851.21165019945,1836.08620581768,1789.58434521391,1776.51146335674,1762.01491259464,1717.20200892956,1702.78754710433,1690.800961751,1677.0287083422,1634.18171412381,1624.70443987334,1614.27178241179,1605.65258263569,1566.39838848012,1558.60903467082,1549.7400300022,1540.91482518047,1505.48215527301,1496.52915048637,1489.7524621762,1480.94438102188,1473.26549695498,1437.80753014852,1429.98075523041
3669.650293288,3527.99427903985,3395.28125056177,3270.16192940903,3153.78316186907,3040.80444684041,2980.98704671835,2882.41315358033,2787.69701446886,2695.81229470996,2653.9641299168,2564.09892716118,2528.39706510847,2451.54981451416,2380.02576773496,2349.56030305478,2277.85997010776,2248.97407074574,2182.99274128151,2159.9227612665,2098.59381455435,2077.72904258277,2057.54842997743,2001.00683533415,1981.96738597518,1963.72704091019,1907.59921066661,1892.2780160187,1878.35263867595,1829.05851296743,1816.17142207616,1803.86505262074,1757.7018856974,1745.82278187369,1731.94603352509,1687.80687863974,1675.35526807694,1663.39499861385,1653.66060094712,1644.61123360392,1606.12205627734,1597.70770894022,1588.26806576251,1581.08342641407,1544.83529670279,1536.30888029946,1529.51681209857,1521.0848001416,1514.9405663849,1478.80913885699
3771.03581503646,3627.44220404758,3489.0186291636,3363.99266110681,3295.98724234991,3182.28789987502,3070.01198395841,2965.71349884717,2868.96612025658,2822.51456876994,2731.71186869372,2643.41687277401,2601.8551659803,2525.09746496021,2491.39030262866,2418.60885315356,2388.71352196647,2317.80593403268,2289.25329898882,2223.47842292866,2200.37069458321,2140.20753417185,2119.96840348388,2063.81506237585,2044.83139390146,2023.92247833122,1968.59508056217,1949.8551948171,1933.64326787233,1886.16964408743,1872.21654192499,1856.98586601232,1844.8387647868,1799.43226163745,1787.67164591345,1776.54692634474,1730.99970442032,1719.00786014888,1707.15644560715,1695.66719180131,1684.85459644963,1647.87947650443,1638.52729486997,1629.21934788893,1621.45144153788,1584.90461848839,1578.05547711553,1570.00957905822,1561.99901740929,1555.81034359404
3934.42298910077,3786.48536303186,3646.1577599556,3512.61645955147,3389.9482601312,3273.50266412864,3160.17283399674,3050.40926572105,3000.16370829896,2904.63685007477,2812.97767774098,2770.11417086053,2682.90119222061,2599.6006143059,2565.81151909184,2490.31399722846,2460.61935821819,2389.53206016428,2361.20891401342,2292.00807480252,2265.98571710765,2243.74163996796,2184.39991990995,2163.90568573706,2106.47188339411,2087.77562028672,2069.8107272397,2013.56445057971,1995.30716136517,1977.35796888576,1929.19416270994,1915.10637362489,1901.94169027999,1855.28786181353,1843.55977787033,1830.68957523983,1819.65846360639,1774.89284443425,1763.41042035296,1752.08773282424,1740.75307519897,1729.55423393629,1689.33064470814,1680.45693637005,1672.31498156896,1663.52441033341,1625.58845742592,1618.74316258234,1611.1312443552,1604.86054429217
4089.39721778518,3936.22787525929,3793.05078189051,3655.44717433679,3528.24328631577,3405.97202592577,3292.34168773218,3235.42390620822,3125.01418687619,3027.2190030539,2931.38819042945,2889.11321822791,2799.25836716994,2761.5894732913,2674.60397877534,2642.27316114994,2566.8780954151,2537.13893370263,2466.72529147414,2439.73585180311,2369.17057804456,2343.6924827752,2280.21231711045,2258.25843055589,2238.0183488808,2180.64696466023,2163.03274716977,2143.80134189191,2087.98394579921,2071.69780842734,2052.88724279199,1999.63238705698,1985.74942591978,1972.64977837738,1925.67543583568,1912.30886610015,1901.53202193655,1889.52658602741,1845.5354716314,1833.39313694807,1823.75977399726,1811.77600578799,1802.95556609333,1757.2722034024,1746.63407679775,1737.97838362125,1729.85702007966,1722.50639480577,1684.18796422651,1675.9143265104
4198.33389891835,4044.44532144428,3897.53140661243,3759.33249249686,3625.79813541242,3503.57376805573,3440.41638490858,3327.45066782848,3218.31476516036,3113.62836390632,3067.47641342136,2972.65278655562,2883.04150951073,2842.82059564133,2756.72446240177,2718.77923853941,2643.5542542023,2613.138699173,2540.71166743268,2513.88079470418,2443.64491048274,2416.49679122953,2390.8346679544,2326.12466912086,2305.69418532334,2246.52445301445,2226.56331137712,2209.22712694211,2153.89745124262,2135.20793746287,2119.11099075619,2064.09967484424,2047.43931986396,2031.98884262823,2018.82003324565,1971.91138798478,1958.58568161947,1946.9701440413,1935.06712969124,1891.50951300379,1879.91234465818,1870.31618725273,1858.85817110814,1850.03620426324,1805.51452190069,1795.31100055106,1785.23695238025,1775.21100348488,1766.38150543259,1729.12182778784
4309.24443568142,4155.02501849325,4004.45092317522,3863.74916111329,3728.12311789083,3658.32602990027,3538.42615792838,3422.85725649602,3312.13743034894,3258.30361396417,3154.96999742797,3059.92948322364,3016.31014766416,2927.81483833694,2840.71065892082,2803.28660396086,2721.1186563463,2690.59641899681,2615.89170043688,2587.20563842876,2560.86685830899,2490.98595010895,2465.96144957892,2397.8479475403,2373.96699583484,2353.65252057266,2294.53362811037,2275.80219268651,2258.303821587,2202.00706172003,2185.9542183361,2168.11795872228,2114.24986375383,2098.18303576502,2082.30054697487,2066.57987204103,2019.66423910758,2007.70212530313,1995.05768540906,1984.19040192427,1938.47351520076,1928.85292071224,1917.87697017405,1908.98536522955,1898.13407558176,1854.22073460244,1844.50963006039,1834.95339922072,1825.35251062754,1815.87904248802
4492.91619760132,4328.29817662992,4114.35865009865,4031.6069071819,3893.88779584203,3760.015403863,3638.11937538141,3519.16985397983,3406.88347141086,3353.39711304409,3246.83728666671,3148.78673017102,3105.02432615306,3013.5542597722,2974.94618497425,2888.18619080978,2851.95364678541,2768.81068289597,2738.72734346809,2664.11861082259,2636.65043254654,2567.32526723045,2542.42530936457,2518.41886795595,2449.52710069635,2425.4629471595,2403.48533650267,2345.35380041456,2325.77242314321,2308.04739322619,2253.04630615127,2235.79149305623,2220.67531420853,2165.38028189012,2149.96251797515,2134.74933227167,2119.54418928025,2068.66047963782,2056.64498077141,2044.60407979114,2033.42158155928,1986.32011909972,1976.76114536587,1966.33758909746,1957.46231431251,1947.14606967588,1903.68823838351,1894.04227133166,1885.01015142146,1875.89443565536
4663.68223172554,4496.98524197155,4340.80541005734,4190.90008136842,4049.80636193176,3914.66069735153,3783.73346673155,3664.18767159409,3603.73086104709,3493.95431696647,3385.19938294698,3334.46820425217,3234.81043582051,3140.49583201963,3100.3417572173,3012.54361657203,2976.21054534715,2891.01683552347,2856.25003604889,2779.43805546366,2751.29084128584,2724.39245800471,2653.68373243945,2628.07746382255,2559.08566267801,2535.96798452366,2513.62779324301,2446.43813166504,2427.89357110546,2410.1887592418,2350.13529927842,2333.89433450779,2319.13438834846,2302.98746201223,2248.33100188921,2232.10464879779,2218.67423094231,2203.5097752152,2149.3760027728,2134.99979841003,2123.15322560667,2112.02635865721,2065.62299006308,2054.28373925559,2042.99607923249,2033.69253042489,2024.14897239456,1981.04765379717,1971.29989513058,1961.59329358111
4786.68051885951,4617.78154752231,4454.82541438516,4306.08023080987,4160.22186862149,4023.33914830152,3890.63174389611,3824.93648635931,3706.9372673648,3592.0441121208,3540.25993621356,3432.73110184753,3327.01618412233,3284.24240388187,3191.12691613922,3151.58999344939,3064.80909343953,3029.79480725682,2944.45709687115,2910.83322641046,2832.42838214769,2805.35954643334,2730.36630875469,2706.43284555379,2683.29302104394,2614.60564733365,2591.17210190363,2569.11290897186,2501.90115371741,2481.27845958789,2463.66527724396,2405.4693289376,2387.60879896477,2371.73661172202,2356.22364292272,2302.05681662006,2288.67427002698,2273.19286137732,2260.74025013641,2205.50540816558,2191.78645956851,2178.04647843183,2164.47231148525,2118.01287431652,2107.2701329619,2097.45178880593,2086.80630634452,2076.20523831591,2032.40906359475,2023.20327581945
4911.0351835159,4739.03080359092,4574.69482319862,4421.903137177,4273.74064374457,4133.7178117154,4063.10232778774,3932.18654255117,3811.23315473848,3693.26291606667,3640.51371797389,3531.35661574143,3483.04931463718,3378.54656665226,3283.72305456466,3244.184269876,3154.03485041102,3119.29157410146,3032.8685728662,2999.93177121771,2916.23154009269,2886.98856726196,2860.24307527597,2786.93926559984,2762.10085317012,2739.97675479215,2670.18399027401,2648.66075687537,2628.053615608,2560.25750583992,2539.00024270784,2518.86566643356,2460.96975622134,2444.74667582685,2427.76491584728,2412.84658859182,2357.11955239368,2343.86115666228,2329.06513779511,2316.68472976113,2262.3624692029,2249.17963362357,2236.18915248959,2223.16450457739,2171.42281945915,2161.28797585342,2151.29107491238,2141.23419828237,2132.14317237723,2122.17093476486
5040.16461607345,4863.23848421615,4697.88651168321,4538.15883964428,4457.22933139019,4311.1790419059,4174.16977104507,4044.05815886962,3915.8726316535,3858.56907946988,3742.07833135697,3633.07531437903,3583.25246704985,3479.46625819135,3432.82141049006,3337.73701770735,3298.724695283,3208.34833211084,3174.30227121459,3089.15987174361,3057.48296844478,2974.71300977964,2943.20081348763,2917.50319527647,2845.35585429425,2819.51418864155,2750.73559073895,2729.34605800581,2706.51173451552,2640.40074461723,2619.82113665225,2599.50565566475,2579.23077141668,2518.10502429881,2501.89367593652,2486.58353906474,2427.66026588318,2414.45359106588,2400.28119021848,2387.89173746012,2373.87859766603,2320.03165824768,2307.25652979904,2294.92998018515,2282.52299294129,2229.01438659772,2216.41815672635,2206.03208658814,2196.57471829443,2187.25486233679
5243.29146921848,5062.27784346342,4890.6565432798,4729.75170772371,4575.10357384924,4430.37667563377,4289.26240993467,4156.3276943013,4090.76528086046,3964.47757287749,3849.28964074935,3794.04152725192,3686.17390760037,3580.61484394328,3534.92765580034,3432.16888463593,3394.03113977236,3302.32515768124,3265.67640265904,3180.57288599238,3148.25100837483,3116.96511904004,3035.13582508167,3004.69640155758,2929.36243598142,2904.41831351251,2880.47710584208,2809.20729618651,2788.168171322,2767.9457006829,2700.41942378125,2680.69704386198,2661.10539813148,2594.98094454609,2576.10213402653,2560.57971554687,2545.23877519085,2487.15546583042,2472.43313820012,2457.80720439528,2445.51954028809,2432.19823184587,2378.9567483091,2365.74296309255,2354.49042012055,2342.32567387103,2330.76456239078,2278.07065378203,2266.27072968046,2254.41411068359
5433.24715911052,5253.75821888066,5076.8172337837,4911.20695202159,4751.16539581236,4603.36889124602,4458.74364493597,4387.69376161949,4254.97408811178,4126.77821077175,4004.40377636861,3950.63888424423,3835.65870550244,3788.91069331383,3682.25584012153,3638.53159933112,3535.96242139178,3495.60092422529,3404.99474476915,3369.72784041684,3282.65675209106,3252.01348441834,3167.2586931611,3138.00917474765,3109.00302234172,3027.54905950159,3004.00179529008,2980.51184063754,2908.32752326953,2886.86667845549,2866.20594196133,2799.17124561573,2778.44664847561,2760.20635249472,2694.69393650144,2676.2133223691,2657.73636196806,2639.47257778817,2582.3432430184,2567.73061948322,2554.18845930141,2539.72264031252,2527.58794496928,2471.80586289192,2459.22467394387,2448.59770211445,2436.14236979087,2426.45294479226,2372.0198230015,2361.12521157471
5567.89332893986,5387.46304980255,5208.88420842731,5038.90708082021,4879.35608277422,4723.99621293296,4649.2815093245,4506.60978255851,4371.66745874232,4242.94801435882,4181.1639897891,4059.88465696138,3945.88342435678,3893.98202080169,3788.21435666374,3743.25023153024,3641.14889624912,3598.78023654864,3502.8688686356,3467.75362804552,3377.31225728402,3344.8345131574,3314.77663010657,3230.85272614969,3202.73534364419,3121.27214609673,3093.2283645455,3067.17281448371,2995.76885888553,2972.95326552633,2951.28724244867,2931.02058450346,2862.94461166805,2844.8736029828,2825.07317067302,2760.2039942194,2742.57192535607,2724.88933022001,2707.44905698282,2644.71588229634,2630.87486056066,2617.20691165664,2603.48663380426,2590.88294237791,2533.10517507777,2522.43839131948,2510.61195991348,2498.83317018142,2489.10499768603,2434.54268069242
